	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	Lapatinib	LBW242	Nilotinib	Nutlin-3	Paclitaxel	Panobinostat	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
NCIH1155_LUNG	0.111736611	5.338488102	NaN	NaN	1.82881856	NaN	1.112125874	9.143840949	NaN	NaN	NaN	0.055190425	0.042814407	0.002542614	NaN	1.92050457	NaN	3.834075928	NaN	NaN	NaN	8.430992066	0.052219104	NaN
NCIH1184_LUNG	0.103519626	NaN	NaN	NaN	NaN	0.002542614	NaN	NaN	NaN	NaN	NaN	0.005472838	0.022045329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.090408459	NaN
NCIH1299_LUNG	0.232555389	8.595679249	2.560948849	0.016983308	8.627411365	NaN	0.921261787	0.616384327	NaN	NaN	NaN	0.014760808	0.10938412	0.002542614	NaN	NaN	NaN	NaN	0.242941082	NaN	8.039104013	8.783195854	0.031632729	NaN
NCIH1339_LUNG	0.023804175	8.826031258	1.141986489	NaN	NaN	0.151107356	7.90447998	NaN	NaN	8.376379101	NaN	0.022340292	0.061689593	NaN	1.165097475	NaN	NaN	NaN	3.829507828	4.122719288	3.119640589	8.980856368	0.104719743	NaN
NCIH1341_LUNG	0.014267176	NaN	NaN	NaN	NaN	0.124247745	NaN	NaN	NaN	NaN	NaN	NaN	0.049198251	NaN	NaN	NaN	NaN	NaN	3.990937233	NaN	1.437150359	NaN	NaN	NaN
NCIH1355_LUNG	0.063451558	0.574009538	1.098493457	8.20533721	1.769219756	NaN	0.103574656	9.205670211	NaN	3.147473335	4.291678905	0.014913766	0.040991794	0.451175481	1.056632519	7.368442535	NaN	2.808795452	0.184148148	NaN	0.546643972	2.981775284	1.760826945	0.902012348
NCIH1373_LUNG	0.053046115	9.100987228	NaN	NaN	NaN	0.992450118	NaN	NaN	NaN	NaN	NaN	NaN	0.058305953	NaN	NaN	3.106575251	NaN	7.18575573	0.149355665	NaN	NaN	6.547124386	1.662166119	3.753592014
NCIH1563_LUNG	0.19288373	0.258538127	8.352980955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.156559139	NaN	NaN	8.701791865	NaN	NaN	0.648827553	NaN	0.002542614	8.14975329	NaN	NaN
NCIH1568_LUNG	0.210890979	0.796613753	8.47669597	0.002542614	8.474329607	NaN	2.625543833	2.406738043	0.731864572	2.79715991	NaN	0.010884135	0.030146049	NaN	2.63043189	3.410626411	NaN	3.122279882	3.305194616	8.262275672	3.355745077	1.003422856	0.194118872	2.273152113
NCIH1573_LUNG	0.112009168	0.98117429	NaN	0.27282998	0.258114487	NaN	NaN	NaN	NaN	NaN	3.981486797	0.011753418	0.124558002	0.004811121	1.026696205	NaN	NaN	NaN	8.136013354	NaN	0.835811317	NaN	2.062103033	NaN
NCIH1581_LUNG	0.559311986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.023040082	0.044943172	0.201840714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.72444874	NaN
NCIH1648_LUNG	0.085443236	0.599306762	NaN	NaN	0.522349596	NaN	8.253071602	NaN	NaN	8.198090537	NaN	0.009235901	0.087823674	4.250429153	NaN	NaN	NaN	5.36035347	0.832084298	NaN	NaN	NaN	1.786845326	NaN
NCIH1650_LUNG	0.02402693	8.665505701	0.130263925	NaN	0.064510889	NaN	8.151621492	1.193770647	NaN	8.345626676	1.117428184	0.009383617	0.166529268	NaN	2.373586416	7.789039135	NaN	1.554338217	1.189210415	NaN	2.055968285	8.711368001	1.50110507	0.624598861
NCIH1651_LUNG	0.129097909	8.714476117	0.590774059	NaN	9.119662689	NaN	NaN	NaN	NaN	NaN	NaN	0.02082637	0.063872553	NaN	2.515671015	2.796470404	NaN	NaN	9.092346562	2.568104506	2.711140394	8.348600028	0.440435648	NaN
NCIH1666_LUNG	0.017758958	8.588242469	1.335307479	0.154759824	0.195461199	0.315051794	NaN	0.321889251	NaN	8.180402807	NaN	NaN	0.148733601	0.10512165	NaN	NaN	NaN	NaN	0.199206948	2.277161837	NaN	NaN	1.013204575	0.549193144
NCIH1693_LUNG	0.235706925	0.226028889	0.597793221	NaN	0.239701703	0.285010368	NaN	8.545424513	NaN	8.684411322	NaN	0.027498201	0.0523353	0.050518591	NaN	3.562590361	NaN	NaN	NaN	NaN	8.447385713	8.910514733	0.358386338	1.34156549
NCIH1694_LUNG	NaN	NaN	NaN	NaN	NaN	0.04936441	NaN	NaN	NaN	NaN	NaN	0.002542614	0.015840562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.062847845	NaN
NCIH1703_LUNG	0.033970062	0.410868794	2.005711555	NaN	0.22272554	NaN	0.499484241	1.181223869	NaN	NaN	NaN	0.016937919	0.174546987	NaN	NaN	NaN	NaN	NaN	NaN	1.030020237	8.143404438	1.033844948	0.644912839	1.135136127
NCIH1792_LUNG	0.113282129	4.584856987	1.942630053	0.863005519	2.615903139	NaN	NaN	9.143822712	NaN	8.699085142	NaN	0.021048699	0.104765818	8.893997461	1.499360442	4.05943203	NaN	NaN	0.169187084	NaN	2.394216537	8.591873096	1.035326123	NaN
NCIH1793_LUNG	0.071522288	8.836005767	1.83464849	0.200817049	0.330665171	NaN	NaN	0.115966462	NaN	NaN	0.908571899	0.014984522	NaN	0.102811657	0.880894065	NaN	NaN	NaN	7.841423035	NaN	3.663915396	8.232297058	1.798636913	1.531294346
NCIH1869_LUNG	0.008958965	0.791251659	NaN	NaN	NaN	1.623324037	NaN	2.439498901	NaN	NaN	NaN	NaN	0.101023741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.703600645	0.9133811	NaN	NaN
NCIH1915_LUNG	0.036156192	0.073968865	4.043407917	8.758025761	8.861013452	0.229950637	NaN	8.148781708	7.13811779	NaN	NaN	0.003122467	0.032148656	0.002542614	8.862358339	6.740181446	NaN	NaN	0.110985525	NaN	2.879093409	8.719022555	3.229073763	3.561421633
NCIH1944_LUNG	0.033754427	3.08249855	1.310901165	0.170494765	1.561166406	NaN	NaN	0.725090623	8.526143543	NaN	NaN	0.016089918	0.079076	0.033895552	2.848348379	NaN	NaN	NaN	7.144258022	NaN	2.5858922	NaN	4.668486595	8.530297702
NCIH1975_LUNG	0.053103231	0.682324648	5.654486656	1.181802034	8.819179207	0.821166694	8.009728045	8.364759648	NaN	NaN	NaN	0.011381867	0.077809379	8.247708658	NaN	7.211946964	NaN	4.19251585	0.445767492	NaN	2.833262205	4.054691315	1.270730615	NaN
NCIH2009_LUNG	0.166794598	3.303884745	1.656336308	NaN	0.833611012	0.265948683	NaN	5.461801052	NaN	8.305358757	NaN	0.020039976	0.03887799	0.243129686	NaN	7.201756954	NaN	NaN	0.352523029	NaN	3.648304701	8.146348546	0.550334632	3.127029181
NCIH2023_LUNG	0.021053601	0.883609116	9.249932719	1.361826181	8.328229462	NaN	NaN	0.093200587	NaN	2.748748779	3.091557741	0.010506582	0.083541416	1.759874463	1.123594999	8.21310934	2.303973913	NaN	8.387276225	NaN	8.862834454	5.045092583	0.623135984	2.622159958
NCIH2030_LUNG	0.047699604	4.004538536	1.101509809	0.03076441	8.493114644	0.55809921	NaN	2.875264645	NaN	4.508524418	NaN	0.019493317	0.112264164	8.692001976	9.402382818	8.16472145	NaN	7.242505074	0.08381322	3.788349628	8.585393498	3.409030914	0.141271934	8.227769805
NCIH2052_PLEURA	0.193890542	8.287284391	8.077209659	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.416176677	0.032463118	0.071214952	NaN	0.527890146	8.436960985	NaN	3.476384163	0.047080513	3.923142672	8.582444925	8.827950189	0.089511745	1.66511178
NCIH2085_LUNG	0.435018092	NaN	0.166036025	NaN	NaN	NaN	8.835168427	0.246645212	2.605011225	3.51935482	NaN	0.007616912	0.049192902	NaN	NaN	2.905940771	NaN	NaN	NaN	NaN	6.785653114	NaN	9.182254359	0.80636394
NCIH2087_LUNG	0.027897216	8.796221481	2.783833504	0.002542614	3.592051744	NaN	8.379904678	8.40302794	NaN	8.559747605	NaN	0.010950245	0.078798965	0.016308976	0.237557873	6.681921005	NaN	4.428668499	1.571032882	3.202548027	8.165424154	8.179808091	0.194180757	2.438725948
NCIH211_LUNG	0.021893905	1.732289076	NaN	0.049248695	NaN	0.145390123	2.835848093	8	8.602553539	9.392559458	NaN	0.007405128	0.023277462	NaN	0.8770499	3.09671855	7.166388988	NaN	2.203315258	2.187543392	1.974393487	3.256297588	0.00578927	NaN
NCIH2122_LUNG	0.031530607	NaN	2.13380003	8.102182457	8.359945088	0.147200644	4.447318554	4.267987251	NaN	8.410592695	NaN	0.002542614	0.031653725	0.03478035	0.16724664	3.372685909	NaN	8.412696546	0.23813498	8.20650458	1.375943661	8.022342257	0.044037305	NaN
NCIH2170_LUNG	0.013836415	NaN	2.381195545	NaN	1.180775642	0.160508066	NaN	0.22801438	NaN	2.523588896	NaN	NaN	0.036113873	NaN	1.535400033	2.893176794	NaN	0.22329548	8.57439825	4.671964645	1.171037793	0.264971763	0.062304046	2.740792513
NCIH2172_LUNG	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.041482486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NCIH2228_LUNG	0.07676471	2.305627823	8.832124634	NaN	2.568438292	0.188833654	NaN	NaN	NaN	3.47710228	NaN	0.006199118	0.088501014	8.868056036	NaN	6.795890808	NaN	8.002455263	0.465334803	7.658344746	0.002542614	8.355729545	0.308209479	1.309687495
NCIH226_LUNG	0.161760315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23154965	0.813925087	8.448989382	1.774047494	NaN	NaN	1.010201454	NaN	3.752255917	1.99351573	0.89336884	NaN
NCIH2286_LUNG	0.032796428	8.528434964	0.912032068	0.178703278	8.12688574	0.072226733	9.098304706	7.924710751	NaN	2.694330215	0.842725337	0.002542614	0.037290316	8.084680514	NaN	8.747717451	2.35163784	4.662463665	0.100604855	8.07838632	0.650069654	0.997010946	0.035099033	3.820147276
NCIH23_LUNG	0.036011036	2.453845739	NaN	NaN	NaN	NaN	8.072326809	8.230145348	NaN	8.016330921	NaN	0.002542614	0.054479025	0.19455494	8.108988218	NaN	NaN	NaN	1.360548258	NaN	0.960220695	3.136949062	0.691823184	NaN
NCIH2444_LUNG	0.155316696	NaN	6.173307419	8.180981097	9.085799512	0.799491882	NaN	NaN	0.471224725	NaN	NaN	0.021487858	0.086883977	0.084231026	9.105597031	NaN	NaN	NaN	8.504204129	NaN	NaN	NaN	5.618338108	1.744403601
NCIH2452_PLEURA	0.125031874	NaN	8.9033232	NaN	NaN	0.213961661	NaN	0.925743043	NaN	0.202767119	NaN	0.015433614	0.105534047	NaN	NaN	3.874549389	NaN	NaN	0.171537623	8.397486084	8.602288974	NaN	1.389886379	8.720909808
NCIH28_PLEURA	0.078077309	8.309818625	1.079372644	NaN	0.068333998	NaN	8.085089575	0.683328748	NaN	9.110539318	NaN	0.023487091	0.095414609	0.110690311	1.980416894	6.657987595	NaN	NaN	8.021013295	NaN	2.503588915	8.561340542	0.799037158	1.524070978
NCIH322_LUNG	0.023800675	2.769809246	0.747733653	0.052704491	0.483234793	0.49224335	NaN	1.252795339	NaN	8.289563817	NaN	0.013363719	0.094801314	0.00627533	NaN	6.651379585	NaN	NaN	1.247860789	NaN	1.844024777	0.932435095	1.389170051	1.484435558
NCIH3255_LUNG	0.055714834	3.079784632	0.114181615	2.647185564	0.074169464	0.58667928	NaN	0.360085964	NaN	8.123379347	NaN	0.238102317	0.052660327	8.798857566	NaN	2.930515051	NaN	NaN	8.978840162	NaN	0.578658044	NaN	1.562953234	0.102784127
NCIH358_LUNG	0.047353089	8.020733493	2.199442148	0.142023861	1.096916676	NaN	2.665410519	0.858836591	NaN	7.010480881	3.18012023	0.014943436	0.091545671	0.002542614	1.486920476	3.178440571	NaN	3.364368439	0.28480497	3.860264778	0.842217028	1.805985808	1.906111836	1.483636141
NCIH441_LUNG	0.08181905	0.956509531	8.279486272	NaN	3.365048885	0.174476415	NaN	8.568929619	NaN	NaN	NaN	0.009890085	0.119849399	0.041448683	1.348770618	2.980494976	NaN	5.261362553	9.537486806	8.927364658	8.219367828	3.312883377	0.348241687	6.271634579
NCIH460_LUNG	0.061524644	8.602921237	NaN	1.448657274	NaN	NaN	NaN	NaN	NaN	NaN	7.556175709	0.029502366	0.085058324	0.13540639	NaN	3.580091476	NaN	NaN	8.886568603	NaN	7.547400475	8.143600306	0.236222684	NaN
NCIH520_LUNG	0.054602809	4.590585709	NaN	NaN	NaN	0.181968793	NaN	NaN	NaN	0.010315252	NaN	0.011242939	0.046723418	8.049395337	0.705617189	3.505883455	NaN	NaN	2.027894735	8.097415132	2.145177603	2.187984467	0.765829265	8.207516251
NCIH522_LUNG	0.071027406	0.067597941	0.317755431	NaN	9.156580894	2.5711658	NaN	0.555317342	NaN	8.384469166	NaN	0.006420047	0.069565415	NaN	NaN	NaN	NaN	NaN	4.602932453	NaN	8.901842394	2.274956226	8.674991284	NaN
NCIH647_LUNG	0.144128844	NaN	1.78829968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.004724338	0.194787472	0.177699387	8.108522436	NaN	NaN	NaN	8.143154336	NaN	2.028427601	NaN	8.696909027	3.976528406
NCIH650_LUNG	0.326179266	8.621075096	NaN	3.056631088	3.635783911	NaN	NaN	6.759872437	1.422236323	8.804893862	NaN	NaN	0.135400012	8.306769234	8.689155852	6.352861881	NaN	NaN	0.484082192	NaN	2.504458904	0.542146027	0.919044495	8.082324894
NCIH661_LUNG	0.2876734	1.21559453	NaN	NaN	NaN	0.448869199	1.452224374	9.318907213	NaN	NaN	NaN	0.061157774	0.15982822	NaN	8.345329093	NaN	NaN	NaN	2.657578	NaN	NaN	NaN	3.0699735	NaN
NCIH727_LUNG	0.186604857	1.50955832	NaN	0.191319987	NaN	7.046247959	NaN	NaN	NaN	NaN	NaN	NaN	0.036277983	0.013049815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NCIH747_LARGE_INTESTINE	0.076768719	2.549165726	8.551506757	0.17259562	0.52594614	NaN	NaN	NaN	NaN	2.684751272	NaN	0.002542614	0.02724861	0.012374342	3.941854954	3.680954933	NaN	NaN	2.903413296	NaN	8.885254154	NaN	0.980475605	0.808405757
NCIH810_LUNG	0.395941019	9.08217803	NaN	NaN	NaN	0.468084574	3.204957962	2.519998074	NaN	3.878439665	NaN	0.010666084	0.016008226	NaN	8.289179272	2.328727484	NaN	NaN	2.621912241	7.419494152	1.508470893	3.1327388	0.210603043	NaN
NCIN87_STOMACH	0.01171113	NaN	NaN	NaN	2.399151325	NaN	3.459367275	0.021223355	NaN	3.029248476	NaN	0.008517152	0.041262038	8.313188381	NaN	NaN	NaN	NaN	5.643055439	NaN	3.153451204	8.303352427	0.291266441	2.588597059
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.112682417	NaN	0.121123224	1.808104873	1.805310369	0.115021303	2.4367342	8.656271856	NaN	0.005450114	NaN	NaN	0.023353603	0.055469133	8.96954512	0.605434954	2.525011301	NaN	8.576738599	2.706397533	NaN	2.3080585	0.098249383	0.880647063
NIHOVCAR3_OVARY	0.163058758	NaN	0.531636059	NaN	NaN	0.309122026	NaN	NaN	NaN	NaN	NaN	0.002542614	0.04575821	NaN	NaN	NaN	NaN	NaN	8.748338704	NaN	3.389889717	NaN	1.127606869	0.550855041
NUGC3_STOMACH	0.040484954	0.57022953	1.824598432	3.224943876	0.398794264	0.049778823	NaN	6.247581482	NaN	8.308522738	NaN	0.002542614	0.06446889	0.037713241	0.178104579	8.049669563	NaN	3.008663893	0.568153083	8.013911764	2.415089369	8.335990372	0.114522666	1.4850986
NUGC4_STOMACH	0.018131483	1.094538808	0.338411957	0.043063805	0.121240623	NaN	NaN	0.098375209	NaN	2.466419697	2.369032145	0.013034794	0.010826345	0.002542614	0.714665949	0.009952967	6.853005886	NaN	8.348954331	8.061151512	2.74168396	8.942173982	0.084147938	0.58973372
OC314_OVARY	0.164563015	NaN	3.597581387	NaN	8.30628579	NaN	NaN	8.698652932	NaN	NaN	NaN	0.012419293	0.132259101	0.386712432	8.15428069	NaN	NaN	NaN	3.811623573	NaN	NaN	5.254237175	0.325336218	2.47182107
OC315_OVARY	0.120721385	NaN	4.08873558	2.211780548	8.867764664	0.264410913	NaN	8.671955564	NaN	NaN	NaN	0.009726624	0.07927984	0.002542614	8.043620835	NaN	NaN	NaN	1.37913537	NaN	NaN	8.19271599	0.299017161	3.620946407
OC316_OVARY	0.148953348	NaN	7.921439171	NaN	2.580581188	0.285874128	NaN	8.637206736	NaN	NaN	NaN	0.010669203	0.117359631	NaN	7.583814144	NaN	NaN	NaN	1.610691547	NaN	NaN	8.8730751	0.321814328	4.735378742
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.089344054	1.54248333	8.936905147	0.013768789	NaN	0.08079835	NaN	NaN	NaN	8.1254617	4.072773933	0.007833721	0.019504378	0.003053141	1.183135152	3.926297426	NaN	0.222550154	1.842715979	2.132151604	0.980189264	8.01226891	0.043837462	NaN
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.296931773	0.332570136	0.535531044	0.988124788	0.912682712	0.072378695	1.092640758	NaN	NaN	1.649887204	2.514210224	0.017907575	0.010031056	0.108965613	0.314398468	3.921534777	1.232947946	NaN	9.081273115	0.948624849	0.74822396	9.037607172	0.04966462	2.489068508
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.364336044	NaN	NaN	NaN	NaN	NaN	NaN	1.055634499	NaN	NaN	NaN	NaN	0.027321275	0.58261764	NaN	NaN	NaN	NaN	8.118311697	NaN	NaN	NaN	2.901072979	NaN
OCUM1_STOMACH	0.040542003	0.562681615	NaN	0.058630221	NaN	0.215838075	NaN	NaN	NaN	NaN	NaN	0.01839678	0.00380089	0.020937741	1.369905353	3.03826642	NaN	NaN	1.545116663	NaN	1.94652915	2.685881376	0.148838922	NaN
OE21_OESOPHAGUS	0.085482724	9.390839403	1.210280657	1.891202331	0.186184317	0.504512668	NaN	1.682511926	8.34684931	NaN	NaN	0.002542614	0.036075711	0.145240784	NaN	8.003170222	2.264820814	NaN	1.128965855	NaN	2.19575882	NaN	0.497319579	0.627622068
OE33_OESOPHAGUS	0.056656875	7.595295906	1.900690079	1.143530488	8.63796029	0.095830299	NaN	8.600961688	NaN	0.115451172	NaN	NaN	0.031161731	0.934874833	2.017190218	0.002542614	0.403171003	NaN	0.980609655	NaN	2.444816351	3.632316351	0.138558701	1.835342169
ONCODG1_OVARY	0.190539032	8.798456389	1.748194933	NaN	8.295159059	0.535200655	NaN	9.052602421	NaN	8.149492306	NaN	0.014300194	0.098160207	8.512905758	8.376531583	NaN	NaN	NaN	1.034105897	7.051833153	2.846934557	9.066271529	0.529364765	1.344818234
ONS76_CENTRAL_NERVOUS_SYSTEM	1.118956089	NaN	1.156494617	0.177615568	NaN	0.777492523	NaN	NaN	NaN	6.594996929	8.139451518	NaN	0.120290443	0.006044883	1.361129642	8.278985246	NaN	1.656550765	8.557734645	4.189873219	8.770898085	8.341262276	0.261262715	NaN
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.688126922	0.019772159	NaN	NaN	NaN	0.04673747	NaN	NaN	NaN	NaN	NaN	0.242961571	0.016701398	NaN	NaN	2.658649206	NaN	NaN	NaN	NaN	1.588359594	NaN	0.157429054	NaN
OV90_OVARY	0.01654092	8.159530303	NaN	0.062618591	NaN	0.15206635	NaN	3.002259254	NaN	9.142463603	NaN	0.002542614	0.019117039	0.002542614	NaN	2.82113862	NaN	NaN	1.227479219	6.050914764	8.789718202	9.432882233	0.092455603	1.605204463
OVCAR4_OVARY	0.333466411	2.336839914	NaN	NaN	NaN	1.536248207	NaN	8.21571943	0.432289988	8.311750285	NaN	0.003192322	0.092864119	NaN	NaN	NaN	NaN	NaN	8.99002649	4.097584724	5.487578869	8.248483782	0.247838259	8.02326151
OVCAR8_OVARY	0.140891612	NaN	1.069754362	NaN	8.05631073	0.076633215	8.404755381	9.168835508	1.442624927	8.8888785	NaN	0.011521365	0.022306615	8.091759833	NaN	8.123874048	8.022311906	8.048635371	9.035024757	7.824119568	9.081501237	8.060434379	0.072989225	7.532775402
OVMANA_OVARY	0.31143108	8.445362825	2.30688715	NaN	1.4950701	2.761617661	NaN	3.405663729	NaN	8.528664312	NaN	0.021972664	0.179776892	0.045395065	NaN	8.517121472	NaN	8.802046497	0.053162154	8.116646873	2.433033228	8.084459502	2.254092216	1.75276649
OVSAHO_OVARY	2.416357279	7.162042141	NaN	NaN	6.135296345	3.002932072	2.602539778	8.280971878	NaN	NaN	NaN	NaN	0.168878838	8.524287696	0.613398671	NaN	NaN	NaN	8.234120896	6.48171854	8.853688062	0.581294835	8.065717622	2.828064442
OVTOKO_OVARY	0.38511458	NaN	0.633831441	NaN	8.226384622	0.244010746	NaN	1.293386817	NaN	NaN	NaN	0.099278033	0.141171664	NaN	NaN	8.454329931	NaN	NaN	0.476289093	4.839784145	8.89590595	2.75334239	1.035877705	NaN
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.539912045	8.5336589	NaN	0.039612882	8.210423533	0.02207361	8.317225347	7.04285574	NaN	8.560446626	NaN	0.002542614	0.009934472	0.002542614	0.732101619	8.339177821	2.036108971	3.420782089	1.957612634	8.292140686	1.783993244	8.388233852	0.030086476	NaN
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.540682316	8.53997932	NaN	0.221212178	NaN	0.085810401	5.966490269	NaN	NaN	NaN	NaN	0.00848958	0.012346562	0.002542614	NaN	1.043500543	8.134393084	NaN	0.552694142	4.058861256	2.37947154	0.70406431	0.056081668	NaN
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.977119565	NaN	3.839285374	NaN	NaN	NaN	NaN	NaN	NaN	0.002542614	NaN	0.006466428	0.049854115	1.690331101	8.758214396	NaN	NaN	NaN	NaN	NaN	NaN	8.00212138	0.509713411	3.347074747
PANC0203_PANCREAS	0.071660705	8.140012498	8.009187908	0.084515758	0.91822058	0.386457771	NaN	8.967171102	NaN	8.226230017	NaN	0.011924825	0.040729396	0.007314316	1.140153408	8.114266616	NaN	NaN	3.955214977	4.001616955	8.504512717	8.520514072	3.505319595	1.868653655
PANC0327_PANCREAS	0.062006198	8.415864716	2.366593361	1.066014171	8.118757178	0.125879988	NaN	3.738466978	0.655615091	NaN	NaN	0.002542614	0.10494902	0.943632782	NaN	NaN	NaN	8.31611513	8.022606552	NaN	2.80417037	3.114779949	0.336937398	1.218618274
PANC0403_PANCREAS	0.04895727	8.203378268	1.11146009	0.121570632	2.259186983	0.303910226	NaN	NaN	NaN	8.387398494	NaN	0.011236447	0.050547898	0.032858819	NaN	5.114589214	NaN	NaN	2.474042892	NaN	0.229738995	NaN	0.56899941	1.719038844
PANC1005_PANCREAS	0.076651163	3.364497185	2.281346798	0.162169084	NaN	0.150143862	NaN	3.147685766	NaN	NaN	NaN	0.002542614	0.088824078	0.443341166	NaN	NaN	NaN	NaN	2.254650831	NaN	4.429858685	4.163796425	0.188411638	0.840152681
PATU8902_PANCREAS	0.379172623	8.064071327	1.284914374	0.359340876	8.633975803	NaN	1.154447198	8.037856256	NaN	NaN	NaN	0.002542614	0.092169434	0.003170792	NaN	3.76573348	NaN	NaN	NaN	7.863037586	3.826987743	8.509647957	1.170984268	NaN
PC14_LUNG	0.111521289	9.002650836	0.265047103	NaN	0.013407791	NaN	2.416904449	3.442031622	NaN	NaN	NaN	0.002542614	0.079643272	0.238699481	NaN	6.854809761	NaN	NaN	NaN	NaN	1.992355585	8.335596818	0.454921424	0.212715164
PC3_PROSTATE	0.224229589	8.930365072	0.29809913	NaN	8.28279928	0.270379841	7.395918846	8.313116194	NaN	8.081646999	NaN	0.017930953	0.065436147	NaN	NaN	3.233734369	NaN	2.634730339	9.023186949	8.460008431	2.418330908	8.76605195	0.72867173	1.869812369
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.440398842	3.208964109	0.847417533	3.206157207	NaN	NaN	NaN	8.126005336	NaN	NaN	NaN	0.002542614	0.023808187	0.013846423	NaN	NaN	NaN	3.533929586	0.200103611	NaN	2.111199141	8.698862228	0.267184198	1.424964905
PK1_PANCREAS	0.077295512	8.556669179	8.168487552	8.52435682	8.950259785	0.343073905	NaN	8.691275694	NaN	8.087695179	NaN	0.010696046	0.078295939	8.0957742	NaN	6.662193298	NaN	7.231378078	0.920362294	8.040866064	2.997105837	7.84808588	8.802742465	2.36000371
PK45H_PANCREAS	0.137126818	8.673428999	1.510641217	0.091730297	0.253063887	0.776952744	NaN	8.033207459	NaN	2.390664101	NaN	0.020173337	0.074544042	0.002542614	NaN	3.481613636	NaN	2.311959505	2.885591507	NaN	3.232883692	8.666278989	NaN	1.218206406
PK59_PANCREAS	0.184374303	8.926792127	2.789659262	1.841352224	2.529034138	2.871232748	NaN	4.19764328	NaN	3.320762873	NaN	0.009069322	0.135232851	0.340366036	1.507091522	4.270066261	NaN	NaN	8.614176878	8.109154582	2.566957951	8.679334728	2.770356417	2.209456205
PL45_PANCREAS	0.048415322	7.679707527	0.614838898	0.165373817	NaN	0.230242446	NaN	3.399604082	NaN	NaN	NaN	0.002542614	0.081176057	0.059361175	NaN	NaN	NaN	NaN	8.119600346	NaN	2.646983385	4.995965481	0.541861594	NaN
PLCPRF5_LIVER	0.113400035	2.6692729	2.273244858	NaN	0.706856847	0.3373034	NaN	8.990505181	NaN	8.140598161	NaN	0.011064798	0.0340374	0.691203952	1.791423202	2.834149361	NaN	NaN	8.380240456	3.704654217	2.720446825	2.890184641	2.645036221	1.739251733
PSN1_PANCREAS	0.14699848	8.541900163	NaN	0.705370188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.021295547	0.084079385	0.140205115	NaN	NaN	NaN	NaN	NaN	NaN	7.486505032	0.939088583	0.412589371	NaN
QGP1_PANCREAS	0.115441084	1.361785054	NaN	0.068285875	1.22161305	NaN	NaN	0.903995156	NaN	NaN	NaN	NaN	0.046864968	0.06321346	NaN	NaN	NaN	NaN	NaN	NaN	0.747789085	9.148541671	NaN	NaN
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.734068394	NaN	NaN	NaN	NaN	NaN	NaN	0.091195174	NaN	0.002542614	NaN	0.008241517	0.041973408	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.120550111	NaN
RD_SOFT_TISSUE	0.123874798	1.351771235	8.128570442	0.002542614	NaN	NaN	1.039725542	NaN	NaN	NaN	NaN	0.02091353	0.023022369	0.045832556	NaN	3.931115866	NaN	NaN	0.96066463	8.165991314	1.458861709	8.444740164	0.319811732	3.310804605
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.528056622	2.624166965	NaN	NaN	NaN	NaN	8.108985788	8.154154887	0.988603413	2.563351631	2.775952339	0.006309407	0.030384718	NaN	8.749848324	8.034313393	3.466953754	NaN	NaN	7.533650875	4.85379982	8.765487614	0.126689672	NaN
RERFGC1B_STOMACH	1.456382871	1.530496478	1.242251992	0.002542614	0.505811334	NaN	NaN	0.21069175	NaN	NaN	NaN	0.013826853	0.054744147	0.002542614	NaN	NaN	NaN	NaN	2.056856155	NaN	9.039947709	2.815499306	0.618411422	1.561160564
